price,rooms,area,floor,total_floor,district,"address",ZHK,type,year
21000000,2,45,4,5,Медеу,Проспект Достык — Кажымукана,,панельный,1975
24600000,2,65,5,5,Медеу,Макатаева — Ришата и Муслима Абдуллиных,,кирпичный,1983
150000000,4,120,2,3,,Аль-Фараби 116,Esentai City,,2019
70000000,3,145,1,5,Бостандык,"мкр. Актобе, Тышканбаева 25а",Горная Долина,монолитный,2011
29900000,2,70,1,16,Ауэзов,мкр. Мамыр-1 29,Спутник,монолитный,2014
29000000,2,54,16,16,Бостандык,Навои — Торайгырова,Шахристан,монолитный,2016
20000000,2,45,4,4,Медеу,Кунаева 22/13 — Маметова,,панельный,1975
14000000,1,40,9,9,Алмалы,Толе Би — Розыбакиева,,панельный,1986
25500000,1,50,5,17,Бостандык,Розыбакиева,Айгерим,монолитный,2010
54000000,3,128,9,10,Ауэзов,Навои 72,Тау Самал,монолитный,2011
24500000,3,70,1,5,Ауэзов,мкр. Аксай-3,,панельный,1986
32000000,2,70,17,20,Бостандык,Розыбакиева,Айгерим,монолитный,2010
11200000,2,41,2,2,,Сейфуллина 84/23 — Жумабаева,,,1962
30000000,3,67,2,5,Алмалы,Шагабутдинова 88,,панельный,1981
6500000,1,"18,3",4,5,Алмалы,Райымбека 206 — Гончарова,,кирпичный,1977
16000000,2,46,2,4,Ауэзов,"мкр. №1, Жубанова-Сайна",,панельный,1969
44000000,3,87,8,10,Бостандык,Ауэзова,Ботанический Бульвар,монолитный,2010
27300000,3,165,14,16,Наурызбай,"мкр. Шугыла 8, Премьера",,монолитный,2015
13700000,1,40,8,9,Турксиб,Жас Канат — Б. Хмельницкого,,монолитный,2016
31000000,2,54,8,16,Бостандык,"мкр. Орбита-1 208, Рыскулбекова",Шахристан,монолитный,2012
71000000,3,"177,9",13,13,Бостандык,Розыбакиева 247,Вавилон,монолитный,2016
14800000,3,50,2,2,Ауэзов,Керуентау — Жандосова,,,1988
40000000,2,76,4,5,Бостандык,5-й переулок,Ремизовка,монолитный,2013
21500000,2,"53,6",1,5,Бостандык,Тимирязева 113,,кирпичный,1976
20400000,2,56,2,9,Ауэзов,"мкр. Тастак-1, Тастак-1 — Толе Би",,панельный,1984
11800000,1,38,4,5,Ауэзов,Саина — Ташкентская,,панельный,1974
43500000,4,90,5,,Медеу,Валиханова,,кирпичный,1980
32500000,3,67,2,5,Алмалы,Байзакова — Казыбек Би,,кирпичный,1989
16600000,2,42,3,4,Ауэзов,"мкр. №8, Шаляпина — проспект Алтынсарина",,панельный,1966
17900000,2,56,7,9,Ауэзов,"мкр. Тастак-1, Тастак-1 — Толе Би",,панельный,1983
70000000,2,77,19,33,,Аль-Фараби 5к3А,Orion,монолитный,2019
27500000,2,"50,3",2,5,Алмалы,Кожамкулова 110 — Гоголя,,панельный,1977
57000000,2,61,20,33,,Аль-Фараби 5к3А,,монолитный,2019
54500000,2,58,10,33,,Аль-Фараби 9,,панельный,2019
23000000,2,43,3,4,Бостандык,Нурлы жол 189 — Тимирязева Ауэзова,,,1979
41500000,2,68,30,33,,Аль-Фараби 21,,монолитный,2019
86000000,2,85,,,Медеу,"мкр. Самал-2, Мендикулова 105 — Бектурова",Фантазия,монолитный,2004
85000000,3,130,,,Медеу,"мкр. Юбилейный, Омаровой 31",Европолис,,2012
41500000,2,68,30,33,,Аль-Фараби 7,Нурлы Тау,монолитный,2019
41500000,2,68,30,33,,Аль-Фараби 5к3А,Orion,монолитный,2019
20400000,2,56,2,9,Ауэзов,"мкр. Тастак-1, Тастак-1 — Толе Би",,панельный,1984
17500000,4,79,5,5,Наурызбай,"мкр. Акжар, Даулеткерея 11",,панельный,1989
46800000,3,100,4,12,Бостандык,бульвар Бухар Жырау 23 — Маркова,,монолитный,2006
75500000,3,178,13,13,Бостандык,Розыбакиева 247,Вавилон,монолитный,2018
55000000,4,96,3,5,Медеу,Гоголя 50 — Тулебаева,,кирпичный,1978
39500000,2,"62,8",5,5,Медеу,Тулебаева 31/187 — Абая,,кирпичный,1969
17800000,2,63,2,6,Жетысу,мкр. Кокжиек 1,,монолитный,2012
34500000,2,"69,8",8,17,Ауэзов,"мкр. Мамыр-1, Шаляпина — Момышулы",,монолитный,2013
41500000,3,97,15,21,Бостандык,Гагарина,Өркендеу,монолитный,2010
15500000,2,"49,2",1,5,Жетысу,"мкр. Кемел (Первомайское), Дулыга (школьная) уг ул юности",,кирпичный,1991
30000000,3,58,4,4,Алмалы,Шевченко 162 — Биокомбинатская,,кирпичный,1967
19500000,3,55,1,2,Турксиб,Белградская улица 7 — Кунгурская,,кирпичный,1957
24800000,2,54,14,15,Бостандык,Навои,Тау Самал,монолитный,2012
17900000,2,56,7,9,Ауэзов,"мкр. Тастак-1, Тастак-1 — Толе Би",,панельный,1983
46500000,3,93,3,4,Бостандык,Тимирязева — Маркова,,кирпичный,1970
20900000,3,69,1,5,Ауэзов,"мкр. Тастак-1, Тастак-1 — Утеген Батыра-Райымбека",,панельный,1980
100000000,3,130,6,6,Бостандык,"мкр. Баганашыл, Рахмадиева 5",Наурыз-2,монолитный,2016
32500000,2,"76,5",9,10,Ауэзов,мкр. Аксай-4 123,Современный,монолитный,2015
20000000,2,40,1,3,Бостандык,Манаса 60 — Тимирязева,,кирпичный,1977
20500000,2,44,1,4,Медеу,Шашкина 25,,панельный,1974
42500000,2,"60,5",10,12,,Абиша Кекельбайулы 97а,Аманат,монолитный,2018
17500000,2,45,5,5,Бостандык,Айманова 172 — Джандосова,,панельный,1978
7300000,1,20,4,4,Ауэзов,Саина 14 — Толе би,,кирпичный,1972
23000000,2,62,6,9,Наурызбай,"мкр. Шугыла, Микрорайон «Шугыла» 341/1 — Нурлы",Шугыла,монолитный,2019
24500000,3,64,1,5,Бостандык,Брусиловского 249 — Сатпаева,,панельный,1977
37000000,3,97,11,22,Алмалы,Варламова,Жагалау - 46 квартал,монолитный,2012
17500000,2,43,4,5,Ауэзов,"мкр. Тастак-1, Тастак-1 — Фурката",,панельный,1980
50000000,3,134,14,15,,Навои 68 — Жандосова,Тау Самал,монолитный,2010
52000000,3,104,7,16,Бостандык,Навои 208 — Торайгырова,Шахристан,,2016
63000000,3,120,9,14,,Навои 68,Тау Самал,монолитный,2012
38000000,3,"90,7",4,5,Медеу,Жибек жолы — Калдаякова,,кирпичный,1990
15300000,1,32,3,5,Бостандык,Байзакова 287 — проспект Абая,,кирпичный,1987
19000000,2,56,5,,Ауэзов,Таугуль — Шаляпина,,панельный,1996
22500000,3,75,4,5,Жетысу,Рыскулова — Жансугурова,,кирпичный,1988
220000000,4,187,7,22,Бостандык,Аль-Фараби 77/3,Esentai Apartments,монолитный,2014
627000000,6,420,4,6,Медеу,Оспанова 69/2,Нур Тобе,монолитный,2015
590000000,6,420,5,6,Медеу,Оспанова 69/2,Нур Тобе,монолитный,2015
137000000,3,163,3,4,Медеу,"мкр. Тау Самал, Оспанова — проспект Достык",Эйвон,монолитный,2009
280000000,4,250,2,4,Медеу,Керей-Жәнібек хандар,Арман Вилла,монолитный,2010
17000000,1,40,5,9,Алмалы,Кабанбай Батыра — Ауэзова,,панельный,1986
20000000,2,"52,5",9,9,Ауэзов,"мкр. Тастак-1, Тастак-1 — Фурката",,панельный,1984
22400000,3,57,2,5,Алмалы,Клочкова — Ауэзова,,панельный,1978
65000000,3,98,2,8,Медеу,Кабанбай Батыра,Exclusive Residence,монолитный,2015
15000000,1,33,1,5,Бостандык,"мкр. Алмагуль 18, Гагарина Байкадамова",,,1979
140000000,3,214,2,4,Медеу,Оспанова — проспект Достык,Эйвон,монолитный,2009
180000000,5,230,1,6,Медеу,Кунаева — Карасай Батыра,,кирпичный,1996
115000000,3,127,18,23,Алмалы,Кабанбай батыра — Абылай хана,Столичный Центр,монолитный,2005
19500000,2,44,5,5,Бостандык,"мкр. Алмагуль, Проспект Гагарина — Левитана",,панельный,1978
55000000,3,71,2,3,Медеу,Назарбаева — Кабанбай батыра,,кирпичный,1952
32000000,2,80,10,15,Ауэзов,Навои,Тау Самал,монолитный,2007
35000000,3,78,12,12,,ул. Абая 155,,монолитный,1991
21000000,3,67,4,5,Ауэзов,"мкр. Тастак-1, Тастак-1 — Фурката",,панельный,1993
25000000,3,"65,3",4,9,Жетысу,мкр. Айнабулак-2 85,Айнабулак,монолитный,2017
79900000,3,150,2,9,Медеу,Аль-Фараби — Достык,Самал Делюкс,монолитный,2002
100000000,4,174,4,14,Медеу,Луганского 1,Арман,монолитный,2010
22000000,3,62,2,4,Алмалы,Нурмакова — Толе Би,,панельный,1972
26900000,3,"75,8",1,6,Жетысу,мкр. Айнабулак-3,,монолитный,2008
25000000,2,60,10,14,Ауэзов,Навои,Тау Самал,монолитный,2011
13500000,1,33,3,4,Ауэзов,"мкр. №5, Абая 6 — Алтынсарина",,панельный,1970
34000000,2,56,3,12,Алмалы,Масанчи — Гоголя,Евразия,монолитный,2016
31000000,2,"72,2",8,18,Алмалы,Брусиловского 167 — Есенжанова,Алтын Булак 2,монолитный,2012
23500000,2,56,4,6,Наурызбай,"мкр. Шугыла 10, ул. Жунисова",,монолитный,2019
21500000,2,70,7,12,Алатау,мкр. Нуркент (Алгабас-1),,монолитный,2019
21500000,2,70,7,12,Алатау,мкр. Нуркент (Алгабас-1),,монолитный,2019
21500000,2,70,7,12,Алатау,мкр. Нуркент (Алгабас-1),,монолитный,2019
22000000,3,64,5,5,Алмалы,проспект Гагарина — Богенбай Батыра,,панельный,1978
20000000,2,55,5,9,Ауэзов,"мкр. Тастак-1, Тастак-1 12",,панельный,1985
42499000,3,100,2,5,Бостандык,Жандосова,,кирпичный,1975
18000000,1,53,1,5,Медеу,мкр. Думан-2,Меркур Град 25,,
20000000,1,52,4,10,Алатау,"мкр. Акбулак, Чуланова",,монолитный,2010
17500000,2,44,2,5,Ауэзов,"мкр. Тастак-1, Тастак-1 19",,панельный,1980
16500000,1,44,4,9,Ауэзов,"мкр. Мамыр-4, Мамыр-4 Шаляпина 301 — Саина",,монолитный,2007
37000000,4,91,3,5,Турксиб,Пугачева 3,,кирпичный,1991
7200000,1,21,1,1,Жетысу,Ботаническая 33 — Акпаева,,,1952
32220000,3,"87,9",2,4,Алатау,мкр. Зердели (Алгабас-6),,монолитный,2014
14000000,2,41,4,4,Бостандык,Егизбаева 13,,кирпичный,1963
17500000,2,54,3,5,Жетысу,мкр. Айнабулак-2 37,,панельный,1983
7200000,1,21,1,1,Жетысу,Ботаническая 33 — Акпаева,,,1957
13500000,2,"40,6",3,5,Турксиб,проспект Сакена Сейфуллина 49А,,кирпичный,1984
220000000,4,187,2,7,Медеу,Фурманова,Ренессанс,монолитный,2009
25000000,3,69,5,5,Ауэзов,Жандосова 6а,,панельный,1996
19500000,1,32,3,5,Медеу,Шашкина 34 — Аль-Фараби,,кирпичный,1982
22000000,2,51,5,5,Ауэзов,"мкр. Аксай-4 44, По Момышулы",,панельный,1988
29900000,2,"76,6",9,10,Ауэзов,мкр. Аксай-4 122,,монолитный,2015
140000000,5,257,5,6,Бостандык,"мкр. Ерменсай, Ремизовка — проспект Аль-Фараби",Комильфо,монолитный,2015
35000000,3,66,2,5,Бостандык,Сатпаева — Тургут Озала,,панельный,1983
23500000,3,66,2,5,Ауэзов,"мкр. Тастак-1, Тастак-1 7",,панельный,1979
105000000,4,140,8,9,Медеу,Бекхожина,Art Residence,монолитный,2019
20800000,2,65,2,5,Алатау,мкр. Саялы 134,,панельный,2019
14000000,1,34,4,5,Ауэзов,"мкр. Тастак-1, Тастак-1 8 — Фурката",,панельный,1980
22000000,2,54,3,9,Жетысу,улица Чаплыгина 1/2 — Гончарова,,монолитный,2016
17400000,2,45,4,5,Ауэзов,"мкр. Тастак-1, Тастак-1 9 — Фурката-толеби",,панельный,1981
29000000,2,45,9,12,Бостандык,Егизбаева 8/1,Асыл Тау,монолитный,2018
22300000,2,"59,4",4,10,Наурызбай,"мкр. Шугыла, Жунисова",Alma City,монолитный,2019
22000000,1,34,4,4,Медеу,Тулебаева — Айтеке би,,кирпичный,1964
78000000,4,156,19,22,Алмалы,Муканова — Курмангазы,Жастар Mag,монолитный,2007
13900000,1,37,1,9,Алмалы,мкр. Тастак-2,,панельный,1985
23500000,2,67,5,5,Ауэзов,"мкр. Жетысу-4, Бауыржана Момышулы 12",,кирпичный,1989
19000000,1,"33,6",4,5,Медеу,Пушкина 35 — Макатаева,,панельный,1986
21000000,1,35,3,5,Медеу,Алимжанова — Барибаева,,кирпичный,1985
78000000,3,"138,2",9,16,Бостандык,Ходжанова 76 — проспект Аль-Фараби,Талисман,монолитный,2008
35000000,3,"58,5",1,5,Бостандык,Абая 16 — Желтоксан,,панельный,1974
17300000,1,47,1,9,Алатау,"мкр. Нуркент (Алгабас-1), Алгабас-1 65 — Рыскулова-Момышулы",Нуркент,монолитный,2018
20300000,2,93,7,16,Наурызбай,Жуалы,Премьера,монолитный,2012
25000000,2,98,5,16,Наурызбай,Жуалы,Премьера,монолитный,2013
33500000,3,130,12,16,Наурызбай,"мкр. Шугыла, Жуалы",Премьера,монолитный,2012
590000000,7,420,,,Медеу,Оспанова 69/2 — проспект Достык,Нур Тобе,монолитный,2012
17500000,2,"53,8",1,3,Турксиб,"мкр. Альмерек, Закарпатская улица 32",,кирпичный,1986
147000000,4,"166,4",5,10,Бостандык,Бухар Жырау 35,Престиж,монолитный,2019
8700000,1,21,4,5,Бостандык,Жандосова 82 — Розыбакиева,,кирпичный,1983
15000000,2,43,,,Ауэзов,Саина — Райымбека,,кирпичный,1970
24000000,2,48,4,4,Медеу,Кажымукана 18/2 — Госпитальная,,кирпичный,1975
23500000,2,52,1,9,Ауэзов,"мкр. Жетысу-3, Ауэзовский район — Момышулы",,кирпичный,1994
18000000,2,40,2,4,Бостандык,Гагарина 137 — Тимирязева,,кирпичный,1968
17300000,3,"61,7",4,4,Турксиб,Огарева 2/7,,панельный,1970
129000000,4,142,7,9,Медеу,Мендыгулова 105 — Жолдасбекова,,монолитный,2003
21000000,1,40,2,4,Алмалы,Казыбек би 81/83 — Чайковского,,кирпичный,1963
16000000,2,42,5,5,Алмалы,мкр. Тастак-2,,панельный,1984
57000000,2,92,17,30,Бостандык,Аль-Фараби 7 — Козыбаева,Нурлы Тау,монолитный,2010
18500000,3,71,4,5,,Чехова 9/1,,,2006
24551815,3,60,2,4,Ауэзов,"мкр. №1, проспект Алтынсарина 65",,панельный,1963
21700000,3,60,3,5,Алмалы,мкр. Тастак-2,,панельный,1984
24000000,3,58,3,4,Ауэзов,"мкр. №11, 11 микрорайон — Шаляпина",,,1966
20000000,2,44,10,10,Ауэзов,мкр. Аксай-5,Уш-Сункар,,2018
48000000,4,108,9,12,Медеу,проспект Достык 30 — Толе би,,монолитный,1986
51000000,3,108,10,13,Ауэзов,"мкр. Мамыр-7 21, Момышулы Шаляпина",,монолитный,2015
6300000,1,14,1,4,Алмалы,Абылай хана — Райымбека,,панельный,1974
62000000,3,128,9,12,Бостандык,"мкр. Алмагуль, Ходжанова 81",Алтын Орда,,2009
26144000,1,60,5,16,Бостандык,мкр. Коктем-3,Central Esentai Residence,монолитный,2018
13900000,1,37,1,9,Алмалы,мкр. Тастак-2,,панельный,1982
38100000,3,"73,3",4,4,Медеу,Казыбек би — Толебаева,,кирпичный,1960
40000000,2,53,3,3,Алмалы,Кабанбай Батыра 89 — Абылай Хана,,кирпичный,1939
27000000,2,61,9,9,Ауэзов,мкр. Жетысу-2 32,,,1992
25000000,3,62,4,5,Медеу,Бузурбаева 21,,панельный,1975
16000000,1,33,3,4,Алмалы,Казыбек би 189 — Нурмакова,,панельный,1968
26000000,2,50,5,5,Алмалы,Назарбаева 91/97 — Гоголя,,кирпичный,1968
25000000,4,82,5,5,Алмалы,мкр. Тастак-2,,панельный,1984
21500000,3,64,2,3,Турксиб,улица Бекмаханова 2/2 — Спасская,,панельный,1984
60000000,3,142,13,18,Алмалы,Брусиловского 144 — Шакарима,Манхеттан (29 квартал),монолитный,2010
87386000,3,122,5,14,Медеу,Гоголя,,монолитный,2004
35000000,4,100,12,12,Ауэзов,"мкр. Аксай-1, Аксай 1 4А — Саина",,монолитный,1994
28000000,2,"66,9",4,12,Ауэзов,"мкр. Сайран, Толе би 298/3 — Утеген батыра",Эдельвейс,монолитный,2014
18500000,1,37,6,12,Жетысу,Мухамеджанова — Есенова,,кирпичный,2000
38500000,1,63,5,13,Бостандык,"мкр. Алмагуль, Розыбакиева 247 — Торайгырова",Вавилон,монолитный,2017
20000000,2,43,1,5,Медеу,Кунаева (К.Маркса) 19 — Маметовой,,панельный,1974
28000000,2,58,1,9,Алмалы,Тургута Озала (Баумана) 82 — Толе би,,панельный,1988
55000000,2,"115,6",7,17,Алмалы,Муканова 241 — Шевченко,Театральный,монолитный,2010
65000000,3,125,12,16,Бостандык,Навои — Торайгырова,Шахристан,монолитный,2016
13700000,1,"41,2",4,12,Алатау,"мкр. Нуркент (Алгабас-1), Алгабас-1 — Рыскулова",Нуркент,монолитный,2015
35000000,3,92,5,10,Ауэзов,Навои 52,Отрар,кирпичный,2011
21500000,3,57,1,4,Медеу,Валиханова — Маметова,,панельный,1991
24000000,2,"53,4",5,5,Наурызбай,"мкр. Калкаман-1, Калкаман 8",,панельный,1990
25500000,2,63,5,6,Жетысу,мкр. Кокжиек 18,,монолитный,2009
22500000,2,59,8,12,Алатау,мкр. Акбулак,Алмалы,,2017
6600000,1,"20,2",2,5,Наурызбай,"мкр. Каргалы, Егора Редько 6",,кирпичный,1974
18500000,1,51,9,9,Алмалы,Чуланова,Айнабулак,монолитный,2011
21900000,3,"56,3",2,3,,Габдулина,,панельный,1960
27100000,3,"62,5",3,5,Алмалы,мкр. Тастак-2 18,,панельный,1981
45000000,3,107,3,13,Бостандык,Навои 72 — Навои -Жандосова,Тау Самал,монолитный,2010
31000000,2,65,7,14,Бостандык,Навои — Жандосова,Тау Самал,монолитный,2012
21000000,2,68,12,13,Алатау,Алгабас-1,Нуркент,,2017
18000000,2,42,1,5,,Бузурбаева,,монолитный,1975
47000000,6,134,5,6,,Жангельдина,,монолитный,2005
27000000,3,90,1,10,Алатау,"мкр. Акбулак, Рыскулова — Момышулы",,монолитный,2012
35500000,3,73,2,14,Алатау,"мкр. Акбулак, 1-я улица 57",Алмалы,монолитный,2019
16900000,1,"52,8",7,10,Алатау,мкр. Акбулак,,монолитный,2008
45000000,4,125,12,13,Алатау,"мкр. Нуркент (Алгабас-1), Алгабас-1 65",Нуркент,монолитный,2015
18000000,1,42,7,9,Бостандык,мкр. Орбита-2 11,,панельный,1976
24000000,2,87,9,12,Наурызбай,"мкр. Шугыла, Жуалы 1-29",Премьера,монолитный,2012
35000000,2,60,6,6,Ауэзов,Навои 37,,,2018
73000000,4,140,6,14,Ауэзов,Навои 58,Тау Самал,монолитный,2007
28000000,3,133,16,16,Наурызбай,"мкр. Шугыла, Жуалы 1-29",Премьера,монолитный,2012
25000000,3,55,1,4,Бостандык,Тимирязева — Манаса,,кирпичный,1960
123000000,3,170,21,22,Бостандык,"мкр. Коктем-1, Бухар жырау 27/5 — Маркова",Бухар Жырау Тауэрс,,2007
28500000,4,70,1,4,Алмалы,мкр. Тастак-2,,кирпичный,1970
22000000,3,59,2,5,Алмалы,мкр. Тастак-2,,панельный,1980
26300000,2,67,10,21,Алмалы,Толе би 286/1,Каусар,монолитный,2013
26000000,1,35,5,5,Медеу,Зеина Шашкина 38,,кирпичный,1989
15000000,1,32,1,5,Алмалы,Карасай батыра 180 — Жарокова,,панельный,1978
19000000,1,35,2,5,Медеу,Маметовой 22,,кирпичный,1987
13500000,1,33,4,4,Бостандык,Радостовца 191 — Тимирязева,,кирпичный,1961
17200000,3,59,4,,Ауэзов,"мкр. №6, Койшиманова",,панельный,1965
35500000,4,"72,8",3,4,Ауэзов,"мкр. №4, 4 микр-он 26 — Абая",,панельный,1972
17000000,1,"31,3",4,4,Медеу,Назарбаева 313 — Назарбаева,,кирпичный,1970
34000000,3,87,9,9,Алмалы,Богенбай Батыра (Кирова) — Айманова,Береке,монолитный,2011
85000000,4,120,7,10,Алмалы,Сейфуллина 589 А,Комфорт Плюс,монолитный,2015
20500000,2,"45,5",4,4,Бостандык,Тимирязева — Розыбакиева,,панельный,1971
23500000,3,76,1,5,Турксиб,мкр. Жас Канат,,монолитный,2017
53000000,3,107,2,15,Ауэзов,Навои 72,Тау Самал,монолитный,2010
48000000,3,107,2,3,Медеу,Ладушкина 150/1–7,Зеленая Долина,монолитный,2007
24500000,2,68,5,9,Жетысу,мкр. Кулагер 31,,монолитный,2007
23500000,2,"50,5",4,5,Ауэзов,мкр. Таугуль 7,,,1988
23000000,2,64,4,9,Жетысу,мкр. Кулагер 9,,монолитный,2005
22500000,1,42,3,8,Алмалы,Сейфуллина 577 — Шевченко,,кирпичный,1987
17500000,2,"53,3",5,5,Турксиб,мкр. Жулдыз-2,Жулдыз,панельный,1992
32000000,3,76,5,6,Жетысу,мкр. Айнабулак-2,,монолитный,2009
70000000,2,85,7,,,Аль-Фараби 9,Orion,,2019
17000000,2,45,1,4,Турксиб,"мкр. Алтай-2, Наманганская 6 — Гризодубовой",,панельный,1973
17500000,2,68,9,9,Алатау,"мкр. Зердели (Алгабас-6) 41, Момышулы Акан Сары",,монолитный,2015
23500000,1,"39,7",7,9,Алмалы,Муканова 239 — Жамбыла,,кирпичный,1989
13300000,2,38,2,2,Алатау,"мкр. Айгерим-1, Бенберина",,кирпичный,1971
23800000,1,56,12,12,Ауэзов,"мкр. Таугуль, Сулейменова 21",Мирный,,2016
9600000,2,35,1,2,Жетысу,Райымбека — Полежаева,,кирпичный,1962
5300000,1,"11,8",3,3,Турксиб,Чехова 20 — Молдагалиева,,кирпичный,1975
49500000,2,109,7,8,Медеу,ул. Омаровой 31/1,Европолис,,2016
24000000,2,92,9,16,Наурызбай,"мкр. Шугыла, Жуалы",Премьера,монолитный,2012
26000000,2,60,2,5,Жетысу,мкр. Кулагер,,монолитный,2006
27000000,4,90,5,5,Ауэзов,"мкр. №3, Микрорайон 3 65 — Улугбека (Домостроительная)",,кирпичный,1988
24000000,1,47,10,12,Алмалы,Муканова 159 — Гоголя,Весна,монолитный,2017
15200000,1,32,2,5,Алмалы,Наурызбай батыра 26 — Макатаева,,панельный,1970
11700000,1,33,1,5,Турксиб,"мкр. Жулдыз-1, улица Жулдыз-1 18",,кирпичный,1994
21000000,2,"43,2",2,4,Медеу,"мкр. Самал-1 89Б, Сатпаева-Достык",,кирпичный,1963
125000000,4,210,4,9,Бостандык,Сатпаева 24,Звезда Востока,кирпичный,2003
5500000,1,16,1,4,Турксиб,Огорева 2Б — Майлина,,кирпичный,1969
100000000,4,130,8,21,Ауэзов,Аскарова 6,Apple Town,монолитный,2011
39000000,2,74,8,20,Алмалы,Прокофьева 140 — Шакарима,Манхеттан (29 квартал),монолитный,2011
25230000,2,45,8,9,Алмалы,Сейфуллина 525 — Айтеке би,,,2016
15000000,1,33,1,5,Бостандык,Туркебаева — Сатпаева,,панельный,1982
17300000,2,46,4,4,Бостандык,"мкр. Коктем-1, Тимирязева 8 — Весновка",,панельный,1973
63000000,3,90,13,14,Медеу,Луганского,Арман,монолитный,2008
36500000,3,72,1,5,Ауэзов,мкр. Таугуль 31,,панельный,1989
24000000,2,77,8,9,Ауэзов,мкр. Аксай-1А 21,,монолитный,2006
151000000,7,350,5,6,Алмалы,Шевченко 146,,,2008
20000000,2,"62,5",3,5,Алатау,"мкр. Саялы, Акайдын",,монолитный,2017
17200000,1,40,6,9,Ауэзов,"мкр. Аксай-3, Аксай 3 26",,,1985
14500000,2,46,2,4,Ауэзов,"мкр. №9, Шаляпина 28 — Берегового",,панельный,1965
39500000,2,72,4,18,Бостандык,Навои 208/2 — Рыскулбекова,Шахристан,монолитный,2011
58000000,3,"128,5",7,13,Ауэзов,Навои — Жандосова,Тау Самал,монолитный,2012
57000000,3,"133,3",14,15,Ауэзов,Навои 70,Тау Самал,монолитный,2012
34000000,2,"76,6",2,9,Ауэзов,"мкр. Мамыр, Момышулы",,монолитный,2002
20000000,2,54,2,5,Алмалы,мкр. Тастак-2,,панельный,1987
120000000,4,"158,3",9,9,Медеу,Достык 12 — Казыбек би,White Fort,монолитный,2006
26000000,3,62,3,5,Бостандык,мкр. Орбита-2 35,,панельный,1979
28000000,4,"81,8",5,5,Ауэзов,мкр. Аксай-3Б 25,,панельный,1990
50000000,3,123,10,11,Ауэзов,"мкр. Жетысу-3, Абая 65",Жетысу,монолитный,2009
42500000,3,85,5,9,Ауэзов,мкр. Жетысу-3 69,,монолитный,2016
21500000,3,"59,5",4,4,Бостандык,Жандосова — Катаева,,панельный,1970
86600000,3,152,8,11,Наурызбай,"мкр. Рахат, Аскарова 21/4",Аль-Фараби,монолитный,2009
24000000,2,63,6,9,Жетысу,мкр. Кулагер,,монолитный,2006
24000000,2,63,6,9,Жетысу,мкр. Кулагер,,монолитный,2006
74500000,3,107,8,8,Медеу,Достык 48 — Курмангазы,,,1970
225000000,6,295,6,7,Бостандык,"мкр. Алатау, Микрорайон Нур-Алатау — Рахмадиева",Баганашил Севен Старс,кирпичный,2007
36000000,3,62,3,5,Бостандык,Сатпаева,,панельный,1983
75000000,9,"124,3",1,2,Алмалы,Панфилова 126 — Джамбула,,кирпичный,1959
10000000,2,50,2,2,,Азовская 21 — Бухарская,,кирпичный,1960
16000000,1,41,5,5,Ауэзов,мкр. Аксай-2 40,,панельный,1983
94000000,3,150,1,9,Медеу,Сагадат Нурмагамбетова,Koktobe city,монолитный,2018
17200000,2,45,,,Алмалы,мкр. Тастак-2,,панельный,1980
105000000,5,215,2,2,Бостандык,"мкр. Баганашыл, Восточная 35а — Алмалы",Сантаун (КГ),монолитный,2008
18000000,1,"39,2",10,10,Алатау,Райымбека 481/1 — Саина,Акниет,,2019
15000000,1,41,6,9,Алатау,мкр. Зердели (Алгабас-6),,панельный,2014
11000000,2,58,1,4,Медеу,"мкр. Алатау (ИЯФ) 43, Жетибаева",,панельный,1970
33000000,3,62,1,5,Бостандык,Мынбаева 73,,кирпичный,1991
22000000,2,55,,,Наурызбай,мкр. Шугыла ЖК Alma city,,кирпичный,2019
43500000,3,90,10,12,Бостандык,улица Розыбакиева — проспект Аль-Фараби,,монолитный,2013
17000000,1,40,1,5,Турксиб,Молдагалиева 18А — Акынов,,монолитный,2006
17000000,3,"63,7",2,2,Турксиб,13-й военный городок 19,,кирпичный,1970
22550000,3,82,11,16,Алатау,Аккент,АкКент,монолитный,2015
21800000,4,65,1,2,Турксиб,13-й военный городок,,кирпичный,1976
28000000,3,61,5,6,Алмалы,Гоголя 176/2,Азия,кирпичный,
31000000,3,"59,4",4,5,Бостандык,Тлендиева — Абая,,панельный,1979
70000000,3,120,9,14,Медеу,Абдулинных 28/1 — Гоголя,Central Park Residence,монолитный,2016
26500000,3,"67,8",8,12,Алатау,"мкр. Акбулак, улица 3",Alatau City,монолитный,2018
22600000,1,37,6,12,Медеу,Шевченко — Сейфуллина,Молодежный,монолитный,2019
26000000,3,63,8,9,Ауэзов,мкр. Аксай-2 75А,,кирпичный,1988
28000000,3,75,4,5,Жетысу,Казыбаева 27 — Рыскулова розовая,,кирпичный,2007
50999999,4,110,5,9,Бостандык,Розыбакиева — Сатпаева,,кирпичный,1986
70000000,3,109,3,12,Медеу,Казыбек би 43/9,Восточный Парк,,2018
27000000,3,89,4,4,Алатау,"мкр. Зердели (Алгабас-6), Алгабас-6 13 — Момышулы - Акын Сары",,монолитный,2014
14000000,1,45,7,7,Алатау,Северное кольцо 86/15 — Розыбакиева,Северное кольцо,кирпичный,2018
24000000,2,69,5,5,Алмалы,мкр. Тастак-2,,панельный,1988
41500000,3,87,2,3,Бостандык,"мкр. Алатау, Жулдыз 4",Famous Town,монолитный,2019
