price,rooms,area,floor,total_floor,district,"address",ZHK,type,year
29500000,2,57,16,16,Бостандык,Мусрепова 22 — Сатпаева,Central Esentai Residence,монолитный,2019
15900000,1,40,7,9,Алатау,"мкр. Нуркент (Алгабас-1) 37, Уг. Рыскулова",,монолитный,2015
7100000,1,19,3,4,Ауэзов,"мкр. №7, проспект Алтынсарина",,панельный,1969
50000000,3,67,3,5,Медеу,Курмангазы 33 — Тулебаева,,кирпичный,1969
29000000,4,76,1,5,Ауэзов,"мкр. №11, №11 — проспект Алтынсарина",,панельный,1974
29000000,4,76,1,5,Ауэзов,"мкр. №11, №11 — проспект Алтынсарина",,панельный,1974
117000000,3,105,4,6,,Наурыз-2 15-27,Наурыз-2,монолитный,2015
32000000,3,"82,2",1,9,Медеу,Макатаева 5,,монолитный,2015
23000000,2,55,5,18,,Брусиловского 167,Алтын Булак 2,монолитный,2015
24000000,1,42,3,9,,Кенесары хана 54/30,Хан-Тенгри,монолитный,2012
25000000,2,"58,8",9,12,Алатау,"мкр. Акбулак, 1-я улица 43/2",Алмалы,монолитный,2018
42000000,2,55,10,31,Бостандык,Аль-Фараби — Козыбаева,Orion,монолитный,2019
21800000,2,79,6,6,Алмалы,Байзакова 263 — Жамбыла,,кирпичный,1986
17900000,1,48,2,10,Ауэзов,"мкр. Жетысу-2, Жетису 2 85 — Абая",,монолитный,2017
32700000,3,74,8,10,Алмалы,Айтеке би — Нурмакова,,кирпичный,1991
16500000,2,"41,5",1,5,Ауэзов,"мкр. №11, №11 — Шаляпина",,панельный,1970
21500000,1,38,4,8,Бостандык,"мкр. Ремизовка, Арайлы",Сакура,монолитный,2019
16000000,2,46,2,4,Ауэзов,"мкр. №11, №11 — Шаляпина",,панельный,1975
179900000,5,236,2,6,Бостандык,"мкр. Баганашыл, Акиык 12",Баганашил Севен Старс,монолитный,2010
23999999,3,59,4,5,Бостандык,"мкр. Алмагуль, Жарокова — Байкадамова",,панельный,1979
58000000,4,140,6,14,Медеу,Гоголя 20,Central Park Residence,монолитный,2014
45000000,3,100,5,9,Ауэзов,Алтынсарина — Жубанова,Сарыарка,монолитный,2014
27600000,1,"38,3",9,14,Алмалы,Манаса 22/2,LEGENDA,монолитный,2019
20000000,3,60,4,5,Алмалы,мкр. Тастак-2,,панельный,1980
16000000,2,46,2,4,Ауэзов,"мкр. №11, №11 — Шаляпина",,панельный,1975
94000000,3,120,3,8,Медеу,"мкр. Юбилейный, Омаровой 31",Европолис,,2015
45000000,3,72,4,4,Медеу,Пушкина 60 — Богенбай Батыра,,кирпичный,1974
16000000,2,46,2,4,Ауэзов,"мкр. №11, №11 — Шаляпина",,панельный,1975
22800000,2,"50,1",5,5,Алмалы,Гоголя — Муратбаева,,кирпичный,1982
25000000,2,63,12,18,Алмалы,Брусиловского 167,Алтын Булак 2,монолитный,2012
39000000,3,"72,5",8,10,Наурызбай,Кенесары Хана,Хан-Тенгри,монолитный,2012
45000000,3,100,2,9,Алмалы,Байганина — Жамбыла,ВЕК,монолитный,2006
28500000,3,82,6,9,Ауэзов,"мкр. Мамыр-7, Бауыржана Момышулы",,монолитный,2006
49500000,3,"76,1",9,12,Бостандык,Тажибаевой 157/5 — Ескараева,Element,монолитный,2019
35000000,2,50,10,11,Медеу,Казыбек би 43/9,Восточный Парк,монолитный,2018
16000000,2,46,2,4,Ауэзов,"мкр. №11, №11 — Шаляпина",,панельный,1975
27000000,3,102,1,2,Наурызбай,"мкр. Таусамалы, Рыскулова — Жандосова",,кирпичный,1987
18800000,2,43,2,5,Бостандык,Клочкова 115 — Абая,,панельный,1973
43000000,3,73,4,5,Медеу,Валиханова 68 — Толе Би,,кирпичный,1980
23000000,3,60,2,5,Медеу,проспект Райымбека 100 — проспект Назарбаева,,панельный,1967
28000000,3,70,7,9,Бостандык,"мкр. Орбита-3, Торайгырова",,панельный,1982
20000000,2,45,9,10,Ауэзов,"мкр. Аксай-5, Б. Момышулы 25",Уш-Сункар,монолитный,2019
50000000,3,85,7,12,Бостандык,Сатпаева 90/43,Акварель,монолитный,2019
43000000,2,62,9,9,Медеу,Бекхожина 15а,Art Residence,монолитный,2019
18250000,1,41,2,9,Бостандык,Розыбакиева — Жандосова,,панельный,1995
34500000,3,98,8,18,Алмалы,Брусиловского,Алтын Булак 1,монолитный,2011
34500000,3,98,8,18,Алмалы,Брусиловского,Алтын Булак 1,монолитный,2011
30700000,2,46,11,16,Бостандык,Жарокова,Арай,монолитный,2016
23500000,2,57,3,4,Наурызбай,Сатпаева 100г — Жандосова,Eco Green,монолитный,2014
39000000,2,60,4,4,Алмалы,проспект Абылай Хана 123 — Жамбыла,,кирпичный,1960
20300000,3,57,2,5,Алмалы,Ауэзова — Кабанбай Батыра,,панельный,1978
56000000,3,74,4,5,Медеу,Тулебаева 174 — Шевченко,,кирпичный,1974
17500000,2,64,4,9,Алатау,мкр. Зердели (Алгабас-6),,монолитный,2014
90000000,3,103,2,6,Медеу,Митина,Dostyk Residence,монолитный,2017
15500000,2,43,3,4,Ауэзов,"мкр. №11, №11 — Шаляпина",,панельный,1967
22000000,2,43,5,5,Бостандык,Жандарбеков — Жарокова,,панельный,1975
34000000,3,"74,2",4,5,Алмалы,Толе Би — Муратбаева,,кирпичный,1986
62000000,4,180,9,12,Бостандык,Шагабутдинова,,монолитный,2008
25900000,3,84,,,Алатау,Аккент,,монолитный,2013
24000000,2,45,2,5,Медеу,Проспект Достык — Кажымукана,,панельный,1975
160000000,4,188,10,13,Алмалы,Желтоксан 155 — Курмангазы,Ак Алем,монолитный,2015
15800000,2,45,1,4,Ауэзов,"мкр. №11, №11 14",,панельный,1967
39000000,3,85,2,5,Бостандык,Розыбакиева — Тимирязева,,кирпичный,1971
40000000,2,70,,,Бостандык,Каблукова 264,Mega Tower Almaty,монолитный,2012
37000000,3,75,1,9,Медеу,проспект Достык 268,,панельный,1989
44500000,2,"67,8",2,6,Медеу,Жамакаева,Ак Бота,монолитный,2008
29500000,2,57,16,16,Бостандык,Мусрепова 22 — Сатпаева,Central Esentai Residence,монолитный,2019
15900000,1,40,7,9,Алатау,"мкр. Нуркент (Алгабас-1) 37, Уг. Рыскулова",,монолитный,2015
7100000,1,19,3,4,Ауэзов,"мкр. №7, проспект Алтынсарина",,панельный,1969
50000000,3,67,3,5,Медеу,Курмангазы 33 — Тулебаева,,кирпичный,1969
16500000,2,"44,5",1,4,Ауэзов,"мкр. №11, №11 16 — Утеген Батыра",,панельный,1970
13600000,2,43,1,4,Ауэзов,"мкр. №1, Микрорайон 1 — Айриха",,панельный,1965
25000000,3,78,2,5,Алатау,мкр. Саялы 68,Adal Residence,,2015
115000000,4,200,2,4,Бостандык,"мкр. Ерменсай, 5-й переулок — Аль фараби",Ремизовка,монолитный,2013
18500000,3,62,1,16,Наурызбай,"мкр. Шугыла, Жуалы 1-29",Премьера,монолитный,2013
26500000,4,86,3,5,Алмалы,Толе Би 59 — Тургут Озала,,панельный,1980
22000000,3,60,1,4,Бостандык,"мкр. Коктем-1 28, Весновка",,панельный,1969
28000000,2,60,2,9,Медеу,Кажымукана,,панельный,1988
28000000,4,"73,6",2,4,Ауэзов,Рядом с Гранд парком -,,панельный,1971
197000000,10,437,3,12,Бостандык,Касымова 28 — Зейна Шашкина,Есентай,монолитный,2018
27000000,3,91,1,9,Алатау,"мкр. Акбулак, Чуланова",Акбулак,монолитный,2010
66000000,4,146,8,15,Алмалы,Курмангазы 145 — Муканова,Жастар Mag,монолитный,2008
6999000,1,21,3,5,Алмалы,Райымбека — Райымбека,,кирпичный,1979
180000000,5,220,9,22,Ауэзов,Аскарова 8 — Саина,Apple Town,монолитный,2013
86000000,3,103,6,15,Бостандык,Наурызбай батыра — Абая проспект,Овация,монолитный,2004
12800000,1,41,8,9,,проспект Райымбека 4,,монолитный,2014
20000000,3,59,3,4,Алмалы,Сурикова 3,,панельный,1980
34000000,3,81,2,5,Ауэзов,"мкр. №11, №11 26",,кирпичный,1974
47999999,3,102,2,17,Бостандык,Гагарина 133/2,Өркендеу,монолитный,2017
17500000,1,43,4,5,Бостандык,Сатпаева,,панельный,1987
13500000,1,32,3,5,Ауэзов,"мкр. №6, Саина",,панельный,1974
32000000,2,60,4,4,Алмалы,Карасай Батыра 69 — Чайковского,,кирпичный,1960
20800000,1,30,2,4,Алмалы,Карасай Батыра 69 — Желтоксан,,кирпичный,1960
26000000,2,55,3,4,Алмалы,Толе Би — Наурызбай Батыра,,кирпичный,1960
18700000,2,56,5,5,Ауэзов,мкр. Таугуль 12,Мамыр,панельный,1996
14500000,1,45,9,12,Алатау,Алатауский район 33/1,Alatau City,монолитный,2019
31500000,2,60,2,9,Бостандык,Аскарова Асанбая,Аль-Фараби,монолитный,2008
75000000,3,106,13,18,Медеу,Назарбаева 223 — Махатмы Ганди,Жеруйык,монолитный,2015
19000000,2,"44,9",4,5,Алмалы,мкр. Тастак-3,,панельный,1978
25000000,2,55,4,10,Ауэзов,"мкр. Аксай-5, Б. Момышулы 25",Уш-Сункар,монолитный,2019
90000000,3,122,5,8,Бостандык,Фурманова — Ганди Махатмы,Жеруйык,монолитный,2016
23000000,3,58,2,5,Ауэзов,"мкр. №11, №11 30",,панельный,1974
14000000,1,32,2,4,Ауэзов,"мкр. №4 22, Алтынсарина",,панельный,1972
13500000,2,43,2,4,Бостандык,Жарокова 187б — Жандосова,,панельный,1970
49000000,3,120,2,9,Алмалы,Ударная — -,ВЕК,монолитный,2006
81000000,4,100,2,5,Медеу,Кабанбай Батыра 66 — Зенкова,,кирпичный,1986
115000000,4,200,2,4,Бостандык,"мкр. Ерменсай, 5-й переулок — Аль фараби",Ремизовка,монолитный,2013
89000000,4,143,13,18,Бостандык,Назарбаева 223блок3Б — Махатмы Ганди,Жеруйык,монолитный,2015
16200000,1,36,9,10,Ауэзов,"мкр. Аксай-5, Б. Момышулы 25 — Жубанова",Уш-Сункар,монолитный,2018
20800000,1,30,2,4,Алмалы,Карасай Батыра 69 — Желтоксан,,кирпичный,1960
48500000,3,72,8,10,Алмалы,Курмангазы 97 — проспект Сакена Сейфуллина,Центральный,монолитный,2018
27000000,3,91,1,9,Алатау,"мкр. Акбулак, Чуланова",Акбулак,монолитный,2010
12500000,1,"31,2",5,5,Жетысу,мкр. Айнабулак-3 131,,панельный,1986
40000000,3,73,4,8,Алмалы,Байсеитовой 37 — Курмангазы,,панельный,1972
31500000,2,60,2,9,Бостандык,Аскарова Асанбая,Аль-Фараби,монолитный,2008
39000000,3,75,2,3,Алмалы,Кабанбай Батыра — Желтоксан,,кирпичный,1940
66000000,4,146,8,15,Алмалы,Курмангазы 145 — Муканова,Жастар Mag,монолитный,2008
105000000,4,140,3,3,Медеу,Аль- Фараби 116/1 — Жамакаева,Esentai City,монолитный,2018
6999000,1,21,3,5,Алмалы,Райымбека — Райымбека,,кирпичный,1979
25000000,2,55,4,10,Ауэзов,"мкр. Аксай-5, Б. Момышулы 25",Уш-Сункар,монолитный,2019
15500000,1,30,4,4,Алмалы,улица Макатаева — Муратбаева,,панельный,1972
18000000,2,"44,2",4,4,Ауэзов,Джандосова 176 А — Саина,,кирпичный,1967
26800000,2,65,4,9,Алмалы,Богенбай батыра 279 — Айманова,Береке,монолитный,2011
21000000,3,70,5,5,Жетысу,Жайсан — Северное кольцо,,кирпичный,1994
75000000,4,152,10,20,Бостандык,проспект Аль-Фараби,,монолитный,2008
13500000,2,43,2,4,Бостандык,Жарокова 187б — Жандосова,,панельный,1970
105000000,4,140,3,3,Медеу,Аль- Фараби 116/1 — Жамакаева,Esentai City,монолитный,2018
15500000,2,52,5,5,Жетысу,мкр. Айнабулак-3,,кирпичный,1986
142000000,4,144,5,7,Медеу,Митина,Dostyk Residence,монолитный,2017
15500000,2,46,2,4,Ауэзов,"мкр. №11, №11 9А — Шаляпина",,панельный,1975
18000000,2,"44,2",4,4,Ауэзов,Джандосова 176 А — Саина,,кирпичный,1967
26800000,2,65,4,9,Алмалы,Богенбай батыра 279 — Айманова,Береке,монолитный,2011
75000000,4,152,10,20,Бостандык,проспект Аль-Фараби,,монолитный,2008
5500000,1,15,4,4,,мкр. №3 30,,панельный,1965
18000000,1,35,2,5,Медеу,проспект Жибек Жолы — Барибаева,,кирпичный,1990
22000000,3,64,3,5,Алмалы,Туркебаева — Толе Би,,панельный,1980
21000000,2,57,7,9,Жетысу,Райымбека 247А — Павленко,,монолитный,2005
57000000,2,78,5,6,Медеу,Валиханова — Кабанбай Батыра,,монолитный,2000
20000000,3,59,2,5,Алмалы,Муратбаева — Казыбек Би,,панельный,1968
40000000,2,54,2,5,Медеу,Валиханова 84 — Карасай Батыра,,кирпичный,1973
14500000,1,35,4,8,Алатау,"мкр. Ожет, Северное кольцо 86/14",Северное кольцо,монолитный,2015
15900000,2,46,2,4,Ауэзов,мкр. №12,,панельный,1969
7500000,1,28,8,9,Ауэзов,"мкр. Аксай-1А 27а, Толе би",,монолитный,2008
38000000,4,98,4,9,Бостандык,Радостовца,,панельный,1995
22950000,3,58,4,4,Бостандык,Радостовца 195,,панельный,1960
115000000,5,230,1,6,Медеу,Достык — Омаровой,,кирпичный,1998
20000000,3,59,2,5,Алмалы,Муратбаева — Казыбек Би,,панельный,1968
22950000,3,58,4,4,Бостандык,Радостовца 195,,панельный,1960
5500000,1,16,3,5,Алмалы,Шарипова,,кирпичный,1981
30000000,2,51,8,9,Алмалы,Муканова 239 — Шевченко,,кирпичный,1978
29700000,2,52,3,12,Бостандык,Навои — проспект Аль-Фараби,Верный,монолитный,2019
25500000,2,56,9,9,Алмалы,Жамбыла — Гагарина,,панельный,1978
22500000,2,"58,2",12,12,Алатау,"мкр. Акбулак, 1-я улица 61",Алмалы,монолитный,2017
30500000,2,56,2,4,Алмалы,Чайковского 192 — Курмангазы,,кирпичный,1967
16500000,1,40,5,5,Бостандык,Бухаржирау — Жарокова,,кирпичный,1974
18500000,2,"54,8",10,12,Алатау,Алатауский район 33/1,Alatau City,монолитный,2019
15800000,1,32,4,5,Бостандык,"мкр. Орбита-2, проспект Аль-Фараби",,панельный,1978
55000000,3,129,7,16,Бостандык,"мкр. Коктем-3, Мусрепова 22 — Сатпаева",Central Esentai Residence,монолитный,2019
53400000,4,129,7,16,Бостандык,Мусрепова 22 — Сатпаева,Central Esentai Residence,монолитный,2019
41000000,4,97,9,9,Медеу,Кажымукана 8 — проспект Достык,,монолитный,1988
58999999,3,110,1,4,Бостандык,"мкр. Ремизовка, 5-й переулок 16/1-4",Ремизовка,монолитный,2015
60000000,4,154,10,12,Алмалы,Сейфуллина 575 — Жамбыла,Ностальжи,кирпичный,2007
21000000,3,63,1,4,Ауэзов,мкр. №12,,панельный,1969
44000000,4,92,7,9,Бостандык,Розыбакиева — Сатпаева,,панельный,1987
34800000,3,78,8,10,Ауэзов,"мкр. Мамыр-1, Шаляпина 21/2",Ак жол - Отау,монолитный,2017
25000000,3,"74,9",1,9,Ауэзов,мкр. Аксай-1,,монолитный,1982
13300000,1,33,1,4,Ауэзов,мкр. №10 7,,панельный,1968
25000000,3,"74,9",1,9,Ауэзов,мкр. Аксай-1,,монолитный,1982
14500000,1,32,4,4,Ауэзов,мкр. №12,,панельный,1969
44000000,4,92,7,9,Бостандык,Розыбакиева — Сатпаева,,панельный,1987
34800000,3,78,8,10,Ауэзов,"мкр. Мамыр-1, Шаляпина 21/2",Ак жол - Отау,монолитный,2017
28000000,3,60,2,4,Ауэзов,мкр. №12,,панельный,1969
13700000,1,36,6,6,Наурызбай,"мкр. Шугыла, Жунисова 10 к 17",Alma City,монолитный,2019
12000000,1,33,3,4,Ауэзов,мкр. №12,,панельный,1967
41000000,4,100,2,9,Бостандык,Радостовца — Жандосова,,панельный,1996
20000000,3,55,3,4,Ауэзов,мкр. №12,,панельный,1969
43200000,2,60,3,5,Медеу,Зенкова 86 — Шевченко,,кирпичный,1974
16800000,1,40,1,9,Бостандык,Розыбакиева 275 — Аль Фараби,,панельный,1985
28500000,2,57,2,3,Алмалы,Толе би — Желтоксан,,кирпичный,1956
22500000,2,"58,2",12,12,Алатау,"мкр. Акбулак, 1-я улица 61",Алмалы,монолитный,2017
50400000,3,70,2,3,Алмалы,проспект Абылай Хана 96 — Жамбыла,,кирпичный,1958
41500000,3,82,4,5,Медеу,Достык — Омаровой Жамал,,кирпичный,1971
38500000,2,60,5,9,Бостандык,Жарокова 234 — Байкадамова,Izumrud Residence,монолитный,2015
58000000,3,130,11,19,Алмалы,Курмангазы 145 — Муканова,Жастар Mag,монолитный,2007
25500000,2,56,9,9,Алмалы,Жамбыла — Гагарина,,панельный,1978
496000000,4,330,5,6,Медеу,Достык (Ленина) 96/2 — Оспанова,Нур Тобе,монолитный,2014
40000000,3,70,10,,Медеу,Янушкевича 18 — Потанина,Кок Жер,монолитный,2019
38500000,2,60,5,9,Бостандык,Жарокова 234 — Байкадамова,Izumrud Residence,монолитный,2015
60000000,3,130,6,12,Алмалы,Сейфуллина 575 — Жамбыла,Ностальжи,монолитный,2007
52000000,3,92,3,12,Бостандык,Абиша Кекилбайулы 97а,Аманат,монолитный,2017
16800000,1,40,1,9,Бостандык,Розыбакиева 275 — Аль Фараби,,панельный,1985
28500000,2,57,2,3,Алмалы,Толе би — Желтоксан,,кирпичный,1956
58000000,3,130,11,19,Алмалы,Курмангазы 145 — Муканова,Жастар Mag,монолитный,2007
43200000,2,60,3,5,Медеу,Зенкова 86 — Шевченко,,кирпичный,1974
496000000,4,330,5,6,Медеу,Достык (Ленина) 96/2 — Оспанова,Нур Тобе,монолитный,2014
64000000,4,125,2,5,Медеу,Кунаева 163 — Курмангазы,,кирпичный,1970
20000000,3,55,3,4,Ауэзов,мкр. №12,,панельный,1969
13700000,1,36,6,6,Наурызбай,"мкр. Шугыла, Жунисова 10 к 17",Alma City,монолитный,2019
12500000,1,34,9,12,Алатау,"мкр. Акбулак, 1-я улица — Момышулы",Алмалы,монолитный,2019
25000000,1,50,7,10,Бостандык,Володарского 40 — Тимирязева,Forum Plus,монолитный,2019
65000000,3,95,4,8,Медеу,проспект Достык 42 — Кабанбай батыра,,кирпичный,1974
23950000,3,70,8,9,Ауэзов,"мкр. Аксай-2, Саина — Елемесова",,панельный,1984
75000000,3,138,13,22,Бостандык,Бухар жырау 27/5 — Шагабутдинова,Бухар Жырау Тауэрс,монолитный,2009
41500000,3,82,4,5,Медеу,Достык — Омаровой Жамал,,кирпичный,1971
94500000,4,125,3,11,Медеу,Барибаева — Казыбек би,Восточный Парк,монолитный,2018
13300000,1,33,1,4,Ауэзов,мкр. №10 7,,панельный,1968
29000000,2,62,9,9,Алмалы,Карасай Батыра,,панельный,1984
54500000,2,66,2,12,Бостандык,Абая 109/6 корпус 5 — Манаса,LEGENDA,,2019
21500000,3,56,4,5,Алмалы,Шагабутдинова — Макатаева,,панельный,1974
32200000,2,55,4,5,Медеу,Барибаева 13 — проспект Жибек Жолы,,кирпичный,1975
37000000,2,54,2,5,Алмалы,Жамбыла 84 — Чайковского,,кирпичный,1988
60000000,3,130,6,12,Алмалы,Сейфуллина 575 — Жамбыла,Ностальжи,монолитный,2007
28000000,3,"63,5",5,5,Жетысу,мкр. Айнабулак-2,,панельный,1982
75000000,3,138,13,22,Бостандык,Бухар жырау 27/5 — Шагабутдинова,Бухар Жырау Тауэрс,монолитный,2009
42000000,2,"71,2",3,9,Медеу,Назарбаева — Богенбай Батыра,,кирпичный,1977
29000000,1,42,2,5,,Достык 109б — Омарова,,кирпичный,1975
34500000,3,79,13,16,Бостандык,"мкр. Коктем-3, Мусрепова 22 — Сатпаева",Central Esentai Residence,монолитный,2019
22000000,3,"55,7",1,4,Ауэзов,"мкр. №12, №12 — Алтынсарина",,панельный,1960
20500000,2,43,4,4,Алмалы,Ауэзова — Гоголя,,кирпичный,1974
12432000,2,"59,2",1,2,Турксиб,"мкр. Кайрат, Торгын 18",,кирпичный,2017
11466000,2,"54,6",1,2,Турксиб,"мкр. Кайрат, Торгын 18",,кирпичный,2017
23950000,3,70,8,9,Ауэзов,"мкр. Аксай-2, Саина — Елемесова",,панельный,1984
34500000,3,98,8,18,Алмалы,Брусиловского 159 — Кулымбетова,Алтын Булак 1,монолитный,2011
34000000,2,"66,9",2,16,Ауэзов,Навои — Жандосова,ВЕК,монолитный,2016
15900000,2,42,1,5,Бостандык,мкр. Казахфильм,,панельный,1976
69000000,5,160,3,5,Алмалы,Нурмакова 81 — Кабанбай батыра,,кирпичный,1983
28000000,1,33,1,5,Алмалы,Гоголя — Ади Шарипова,,кирпичный,1987
19000000,3,62,2,4,Ауэзов,"мкр. №12, №12 — Янтарная",,панельный,1969
18300000,2,43,2,4,Ауэзов,"мкр. №12, №12 12",,панельный,1969
22000000,2,52,4,5,Бостандык,Розыбакиева 270 — Байкадамова,,панельный,1986
14499999,1,"40,2",1,9,Турксиб,Жас Канат — Хмельницкого,,монолитный,2015
14500000,1,31,4,5,Бостандык,мкр. Орбита-3 21,,панельный,1975
224500000,5,225,4,5,Бостандык,"мкр. Казахфильм, Рахмадиева 5к10 — Сыргабекова",Наурыз-2,монолитный,2017
65000000,4,143,8,15,Медеу,Зенкова 59 — Кабанбай Батыра,Сункар,монолитный,2015
53000000,4,103,3,3,Алмалы,Богенбай батыра 121 — Панфилова,,кирпичный,1940
35000000,2,80,8,16,,Навои 7,ВЕК,монолитный,2008
47000000,2,58,4,5,Медеу,Валиханова — Жамбыла,,кирпичный,1980
13200000,1,34,2,3,Алмалы,Байтурсынова — Толе Би,,кирпичный,1958
28000000,2,55,1,5,Медеу,проспект Достык 111/4 — Омаровой,,кирпичный,1985
20000000,3,56,4,5,Ауэзов,Саина — проспект Райымбека,,панельный,1974
17000000,2,46,1,5,Медеу,Пушкина — Маметовой,,панельный,1976
110000000,5,280,3,3,Наурызбай,Ашимова 98,Тау Самал (КГ),кирпичный,2018
13500000,1,30,1,4,Ауэзов,"мкр. №5, Утеген Батыра",,панельный,1968
20000000,3,"58,9",2,4,Алмалы,Казбек би 124 — Мурадбаева,,панельный,1968
22000000,3,62,1,5,Ауэзов,"мкр. №12, №12 3 — Шаляпина",,панельный,1970
33000000,3,108,6,12,Алатау,Толе Би — Тлендиева,,монолитный,1999
20000000,3,56,4,5,Ауэзов,Саина — проспект Райымбека,,панельный,1974
17000000,2,46,1,5,Медеу,Пушкина — Маметовой,,панельный,1976
15500000,1,45,12,12,Алатау,3-я,Alatau City,монолитный,2015
30000000,4,185,,,Турксиб,Бухтарминская 3/1,,монолитный,2017
68000000,5,150,1,2,Медеу,Ладушкина 150/2,Зеленая Долина,монолитный,2007
23000000,3,62,1,4,Ауэзов,"мкр. №12, №12 5 — Шаляпина Берегового",,панельный,1969
13500000,1,30,1,4,Ауэзов,"мкр. №5, Утеген Батыра",,панельный,1968
15999999,2,45,3,4,Ауэзов,мкр. №2,,панельный,1963
53000000,2,75,12,13,Бостандык,Маркова 61 — Попова,Алатау,монолитный,2017
44000000,3,86,4,5,Бостандык,мкр. Коктем-2 19,,кирпичный,1984
18000000,1,34,2,5,Алмалы,Курмангазы — Ауэзова,,кирпичный,1986
14000000,1,35,11,12,Алатау,"мкр. Акбулак, 1-я улица 43",Алмалы,монолитный,2018
13000000,1,40,2,5,Турксиб,Ровенского,,кирпичный,1992
17400000,2,44,4,5,Ауэзов,мкр. №2,,панельный,1984
31000000,2,"86,4",2,10,Ауэзов,Тепличная 12/12 — Жандосова,,монолитный,2004
52000000,3,115,5,9,Наурызбай,Аскарова Асанбая 21/15 — проспект Аль-Фараби,Аль-Фараби,монолитный,2009
17000000,2,46,2,4,Ауэзов,мкр. №2,,панельный,1962
23200200,2,53,2,9,Бостандык,Торайгырова 11а — Мустафина,,панельный,1990
28000000,2,55,1,5,Медеу,проспект Достык 111/4 — Омаровой,,кирпичный,1985
37000000,1,55,9,11,Медеу,Казыбек би 43/9,Восточный Парк,монолитный,2018
41000000,2,75,10,12,Бостандык,Розыбакиева — Байкадамова,Atameken,монолитный,2019
55000000,4,"122,5",8,10,Бостандык,Володарского 40 — Тимирязева,Forum Plus,монолитный,2019
120000000,4,"145,5",5,7,Медеу,Митина 4/2 — Достык,Dostyk Residence,монолитный,2016
22500000,2,52,3,5,Ауэзов,"мкр. Жетысу-4, Бауыржана Момышулы",,кирпичный,1991
78000000,4,190,4,7,Алмалы,Шевченко — проспект Гагарина,,монолитный,2005
14000000,1,37,12,13,Алатау,"мкр. Акбулак, 1-я улица",Алмалы,монолитный,2018
45000000,3,74,4,4,Медеу,Пушкина — Кабанбай Батыра,,кирпичный,1974
13000000,1,40,2,5,Турксиб,Ровенского,,кирпичный,1992
12700000,1,32,1,4,Ауэзов,мкр. №2,,панельный,1974
30000000,4,185,,,Турксиб,Бухтарминская 3/1,,монолитный,2017
68000000,5,150,1,2,Медеу,Ладушкина 150/2,Зеленая Долина,монолитный,2007
15999999,2,45,3,4,Ауэзов,мкр. №2,,панельный,1963
25000000,2,"63,2",11,11,Медеу,Барибаева 43/9 — Казыбек би,Восточный Парк,монолитный,2018
35500000,2,50,2,5,Медеу,Валиханова 124 — Курмангазы,,кирпичный,1977
18300000,2,45,1,4,Ауэзов,мкр. №2,,панельный,1961
20000000,3,63,4,4,Ауэзов,мкр. №2,,панельный,1962
31000000,2,"86,4",2,10,Ауэзов,Тепличная 12/12 — Жандосова,,монолитный,2004
52000000,3,115,5,9,Наурызбай,Аскарова Асанбая 21/15 — проспект Аль-Фараби,Аль-Фараби,монолитный,2009
16600000,2,45,2,4,Ауэзов,мкр. №2,,панельный,1962
27000000,5,120,,,Алатау,"мкр. Шанырак-2, Жанкожа батыра",,,2005
41000000,2,75,10,12,Бостандык,Розыбакиева — Байкадамова,Atameken,монолитный,2019
15500000,1,45,12,12,Алатау,3-я,Alatau City,монолитный,2015
110000000,5,280,3,3,Наурызбай,Ашимова 98,Тау Самал (КГ),кирпичный,2018
68000000,5,150,1,2,Медеу,Ладушкина 150/2,Зеленая Долина,монолитный,2007
14700000,2,47,1,4,Ауэзов,мкр. №2,,панельный,1962
7500000,1,21,2,2,Алатау,Емцова,,кирпичный,1974
37000000,1,55,9,11,Медеу,Казыбек би 43/9,Восточный Парк,монолитный,2018
26900000,2,53,6,9,Бостандык,Мынбаева — Сатпаева Розабакиева,,,1985
14000000,1,35,11,12,Алатау,"мкр. Акбулак, 1-я улица 43",Алмалы,монолитный,2018
55000000,4,"122,5",8,10,Бостандык,Володарского 40 — Тимирязева,Forum Plus,монолитный,2019
12700000,1,33,2,4,Ауэзов,мкр. №2,,панельный,1966
14700000,2,47,1,4,Ауэзов,мкр. №2,,панельный,1962
15999999,2,45,3,4,Ауэзов,мкр. №2,,панельный,1963
23200200,2,53,2,9,Бостандык,Торайгырова 11а — Мустафина,,панельный,1990
35200200,3,90,7,9,Бостандык,Кенесары хана 54,Хан-Тенгри,кирпичный,2012
59000000,3,107,4,9,Бостандык,Сатпаева 7 — Сейфуллина,Керемет,монолитный,2009
30000000,2,"62,1",8,15,Бостандык,Егизбаева 7/1 — Сатпаева,Асыл Тау,монолитный,2014
53000000,2,75,12,13,Бостандык,Маркова 61 — Попова,Алатау,монолитный,2017
70000000,4,174,20,20,Алмалы,Курмангазы 145,Жастар Mag,монолитный,2008
25000000,3,65,1,2,Бостандык,Назарбаева 237/а — Аль-Фараби,,кирпичный,1964
30000000,2,"62,1",8,15,Бостандык,Егизбаева — Сатпаева,Асыл Тау,,2014
44000000,3,86,4,5,Бостандык,мкр. Коктем-2 19,,кирпичный,1984
34000000,2,"50,5",1,5,Медеу,Айтеке би 28 — Абдуллиных,,кирпичный,1987
53000000,2,"94,4",2,12,Бостандык,"мкр. Алмагуль, Байкадамова 2В",Южный Дуэт,монолитный,2008
13000000,3,58,1,4,Турксиб,13-й военный городок,,панельный,1968
